ticker,cik,sic,ff12,ff48,ff49,ff_label,sic_desc
ODC,74046,3990.0,2,-1,-1,Durbl,
INMD,1742692,3845.0,10,-1,-1,Hlth,
MRTN,799167,4213.0,12,-1,-1,Other,
AMWD,794619,2430.0,12,-1,-1,Other,
NVRI,45876,8900.0,12,-1,-1,Other,
BHRB,1964333,6021.0,11,-1,-1,Money,
UAN,1425292,2870.0,5,-1,-1,Chems,
AMLX,1658551,2834.0,10,-1,-1,Hlth,
BBW,1113809,5945.0,9,-1,-1,Shops,
ACEL,1698991,7900.0,12,-1,-1,Other,
CII,1278895,,12,-1,-1,Other,
QNST,1117297,7389.0,12,-1,-1,Other,
CRSR,1743759,3577.0,6,-1,-1,BusEq,
GRPN,1490281,7311.0,12,-1,-1,Other,
PLPC,80035,1623.0,12,-1,-1,Other,
SBSI,705432,6022.0,11,-1,-1,Money,
WRLD,108385,6141.0,11,-1,-1,Money,
HIPO,1828105,6331.0,11,-1,-1,Money,
NKTR,906709,2834.0,10,-1,-1,Hlth,
AVO,1802974,700.0,1,-1,-1,NoDur,
TREE,1434621,6163.0,11,-1,-1,Money,
HEPS,1850235,5961.0,9,-1,-1,Shops,
KMTS,1877184,3841.0,10,-1,-1,Hlth,
FWRD,912728,4731.0,12,-1,-1,Other,
PHAT,1783183,2834.0,10,-1,-1,Hlth,
IRMD,1325618,3841.0,10,-1,-1,Hlth,
BMEZ,1785971,,12,-1,-1,Other,
FTRE,1965040,8071.0,10,-1,-1,Hlth,
CABO,1632127,4841.0,7,-1,-1,Telcm,
OPFI,1818502,6199.0,11,-1,-1,Money,
SWIM,1833197,3089.0,3,-1,-1,Manuf,
ECO,1964954,4412.0,12,-1,-1,Other,
AEBI,2048519,3531.0,3,-1,-1,Manuf,
MVST,1760689,3690.0,6,-1,-1,BusEq,
SPTN,877422,5141.0,9,-1,-1,Shops,
UVSP,102212,6022.0,11,-1,-1,Money,
HQH,805267,,12,-1,-1,Other,
THS,1320695,2030.0,1,-1,-1,NoDur,
SLRC,1418076,,12,-1,-1,Other,
ECC,1604174,,12,-1,-1,Other,
OCS,1953530,2834.0,10,-1,-1,Hlth,
URGN,1668243,2834.0,10,-1,-1,Hlth,
LVWR,1898795,3751.0,2,-1,-1,Durbl,
SPT,1517375,7372.0,6,-1,-1,BusEq,
YSG,1819580,2844.0,5,-1,-1,Chems,
SLSR,2019103,1040.0,12,-1,-1,Other,
HPK,1792849,1381.0,4,-1,-1,Enrgy,
HLX,866829,1389.0,4,-1,-1,Enrgy,
APOG,6845,3231.0,3,-1,-1,Manuf,
TRVI,1563880,2834.0,10,-1,-1,Hlth,
TH,1712189,7000.0,12,-1,-1,Other,
EMBC,1872789,3841.0,10,-1,-1,Hlth,
BTBT,1710350,6199.0,11,-1,-1,Money,
DCBO,1829959,7372.0,6,-1,-1,BusEq,
EVER,1640428,7370.0,6,-1,-1,BusEq,
GOTU,1768259,8200.0,12,-1,-1,Other,
AMTB,1734342,6021.0,11,-1,-1,Money,
WHTCF,1828884,,12,-1,-1,Other,
CHY,1222719,,12,-1,-1,Other,
AVXL,1314052,2836.0,10,-1,-1,Hlth,
NPKI,71829,7350.0,12,-1,-1,Other,
GES,912463,2340.0,1,-1,-1,NoDur,
BITF,1812477,6199.0,11,-1,-1,Money,
EOI,1300391,,12,-1,-1,Other,
SSYS,1517396,3577.0,6,-1,-1,BusEq,
BORR,1715497,1381.0,4,-1,-1,Enrgy,
FVRR,1762301,7389.0,12,-1,-1,Other,
MAX,1818383,7389.0,12,-1,-1,Other,
EMO,1517518,,12,-1,-1,Other,
TIPT,1393726,6331.0,11,-1,-1,Money,
HTD,1260041,,12,-1,-1,Other,
KLC,1873529,8351.0,12,-1,-1,Other,
TNDM,1438133,3841.0,10,-1,-1,Hlth,
FPH,1574197,6500.0,11,-1,-1,Money,
GERN,886744,2834.0,10,-1,-1,Hlth,
THR,1489096,3620.0,3,-1,-1,Manuf,
SMP,93389,3714.0,2,-1,-1,Durbl,
AMAL,1823608,6022.0,11,-1,-1,Money,
MAAS,1750264,6282.0,11,-1,-1,Money,
DLX,27996,2780.0,1,-1,-1,NoDur,
AMSF,1018979,6331.0,11,-1,-1,Money,
RCAT,748268,7372.0,6,-1,-1,BusEq,
PNTG,1766400,8000.0,10,-1,-1,Hlth,
IOVA,1425205,2836.0,10,-1,-1,Hlth,
PHK,1219360,,12,-1,-1,Other,
DAKT,915779,3990.0,2,-1,-1,Durbl,
NRK,1195739,,12,-1,-1,Other,
HSTM,1095565,7370.0,6,-1,-1,BusEq,
PBT,319654,6792.0,11,-1,-1,Money,
PCN,1160990,,12,-1,-1,Other,
HFWA,1046025,6036.0,11,-1,-1,Money,
PRAX,1689548,2834.0,10,-1,-1,Hlth,
HBNC,706129,6022.0,11,-1,-1,Money,
PSFE,1833835,7389.0,12,-1,-1,Other,
AIO,1778114,,12,-1,-1,Other,
AOSL,1387467,3674.0,6,-1,-1,BusEq,
CFFN,1490906,6035.0,11,-1,-1,Money,
KRNGY,1494191,,12,-1,-1,Other,
NGVC,1547459,5411.0,9,-1,-1,Shops,
ESQ,1531031,6029.0,11,-1,-1,Money,
GHRS,1855129,2834.0,10,-1,-1,Hlth,
ADTN,926282,3661.0,6,-1,-1,BusEq,
ABUS,1447028,2834.0,10,-1,-1,Hlth,
CPF,701347,6022.0,11,-1,-1,Money,
BTX,1836057,,12,-1,-1,Other,
AEVA,1789029,3714.0,2,-1,-1,Durbl,
MQY,890196,,12,-1,-1,Other,
UTL,755001,4931.0,8,-1,-1,Utils,
CHI,1171471,,12,-1,-1,Other,
NRDS,1625278,7374.0,6,-1,-1,BusEq,
CARS,1683606,7374.0,6,-1,-1,BusEq,
LQDT,1235468,7389.0,12,-1,-1,Other,
NTGR,1122904,3661.0,6,-1,-1,BusEq,
MCB,1476034,6022.0,11,-1,-1,Money,
RWT,930236,6798.0,11,-1,-1,Money,
NOAH,1499543,6282.0,11,-1,-1,Money,
HBT,775215,6022.0,11,-1,-1,Money,
GDLC,1729997,6221.0,11,-1,-1,Money,
BBOT,1869105,2834.0,10,-1,-1,Hlth,
SMWB,1842731,7370.0,6,-1,-1,BusEq,
PINWF,2059573,,12,-1,-1,Other,
GDOT,1386278,6199.0,11,-1,-1,Money,
INDI,1841925,3674.0,6,-1,-1,BusEq,
AVBP,1868279,2834.0,10,-1,-1,Hlth,
EQBK,1227500,6022.0,11,-1,-1,Money,
AEHR,1040470,3825.0,6,-1,-1,BusEq,
ANGI,1705110,7310.0,12,-1,-1,Other,
IMNM,1472012,2834.0,10,-1,-1,Hlth,
GLDD,1372020,1600.0,12,-1,-1,Other,
SKYH,1823587,6500.0,11,-1,-1,Money,
AMN,1142750,7363.0,12,-1,-1,Other,
AKBA,1517022,2834.0,10,-1,-1,Hlth,
PDFS,1120914,7372.0,6,-1,-1,BusEq,
AGRO,1499505,100.0,1,-1,-1,NoDur,
FFC,1174164,,12,-1,-1,Other,
CTLP,896429,3578.0,6,-1,-1,BusEq,
TRNS,99302,3825.0,6,-1,-1,BusEq,
NXDR,1846069,7370.0,6,-1,-1,BusEq,
KALV,1348911,2834.0,10,-1,-1,Hlth,
TSHA,1806310,2836.0,10,-1,-1,Hlth,
HUYA,1728190,7370.0,6,-1,-1,BusEq,
AHT,1232582,6798.0,11,-1,-1,Money,
GSM,1639877,1000.0,12,-1,-1,Other,
ASPI,1921865,2890.0,5,-1,-1,Chems,
NCDL,1737924,,12,-1,-1,Other,
CAPL,1538849,5172.0,9,-1,-1,Shops,
NPK,80172,3480.0,3,-1,-1,Manuf,
EXOD,1821534,6199.0,11,-1,-1,Money,
WDI,1819559,,12,-1,-1,Other,
MBWM,1042729,6022.0,11,-1,-1,Money,
WLKP,1604665,2860.0,5,-1,-1,Chems,
GETY,1898496,7389.0,12,-1,-1,Other,
KOS,1509991,1311.0,4,-1,-1,Enrgy,
UFCS,101199,6331.0,11,-1,-1,Money,
RSKD,1851112,7389.0,12,-1,-1,Other,
GNK,1326200,4412.0,12,-1,-1,Other,
PLAY,1525769,5812.0,9,-1,-1,Shops,
BCX,1506289,,12,-1,-1,Other,
CMP,1227654,1400.0,12,-1,-1,Other,
SENEA,88948,2033.0,1,-1,-1,NoDur,
TXO,1559432,1311.0,4,-1,-1,Enrgy,
ERII,1421517,3559.0,3,-1,-1,Manuf,
IGR,1268884,,12,-1,-1,Other,
BRSP,1717547,6798.0,11,-1,-1,Money,
OPY,791963,6211.0,11,-1,-1,Money,
CCNE,736772,6022.0,11,-1,-1,Money,
GGN,1313510,,12,-1,-1,Other,
SANA,1770121,2836.0,10,-1,-1,Hlth,
DAWN,1845337,2834.0,10,-1,-1,Hlth,
DLY,1788399,,12,-1,-1,Other,
FDUS,1513363,,12,-1,-1,Other,
HOV,357294,1531.0,12,-1,-1,Other,
AXGN,805928,3845.0,10,-1,-1,Hlth,
ASA,1230869,,12,-1,-1,Other,
PDS,1013605,1381.0,4,-1,-1,Enrgy,
USAS,1286973,1000.0,12,-1,-1,Other,
TRST,357301,6022.0,11,-1,-1,Money,
PLOW,1287213,3531.0,3,-1,-1,Manuf,
ALNT,46129,3825.0,6,-1,-1,BusEq,
HAFC,1109242,6021.0,11,-1,-1,Money,
FMCB,1085913,6021.0,11,-1,-1,Money,
AHH,1569187,6500.0,11,-1,-1,Money,
NGL,1504461,4922.0,8,-1,-1,Utils,
MATW,63296,3360.0,3,-1,-1,Manuf,
RA,1655099,,12,-1,-1,Other,
BZH,915840,1531.0,12,-1,-1,Other,
PRO,1392972,7371.0,6,-1,-1,BusEq,
DBA,1383082,6221.0,11,-1,-1,Money,
NAGE,1386570,2833.0,10,-1,-1,Hlth,
HNRG,788965,4911.0,8,-1,-1,Utils,
TNGX,1819133,2834.0,10,-1,-1,Hlth,
MEGI,1855066,,12,-1,-1,Other,
ETD,896156,2511.0,2,-1,-1,Durbl,
MCBS,1747068,6022.0,11,-1,-1,Money,
JQC,1227476,,12,-1,-1,Other,
IVA,1756594,2834.0,10,-1,-1,Hlth,
BDN,790816,6798.0,11,-1,-1,Money,
BTO,925683,,12,-1,-1,Other,
MNMD,1813814,2833.0,10,-1,-1,Hlth,
LIND,1512499,4700.0,12,-1,-1,Other,
NBBK,1979330,6036.0,11,-1,-1,Money,
ZBIO,1953926,2834.0,10,-1,-1,Hlth,
ACP,1503290,,12,-1,-1,Other,
CSIQ,1375877,3674.0,6,-1,-1,BusEq,
HRTG,1598665,6331.0,11,-1,-1,Money,
IIIN,764401,3310.0,3,-1,-1,Manuf,
ELTP,1053369,2834.0,10,-1,-1,Hlth,
RYI,1481582,5051.0,9,-1,-1,Shops,
JBSS,880117,2060.0,1,-1,-1,NoDur,
SLDP,1844862,3690.0,6,-1,-1,BusEq,
PRME,1894562,2836.0,10,-1,-1,Hlth,
MUX,314203,1040.0,12,-1,-1,Other,
STKL,351834,2080.0,1,-1,-1,NoDur,
NXP,883618,,12,-1,-1,Other,
CCBG,726601,6022.0,11,-1,-1,Money,
PAXS,1886878,,12,-1,-1,Other,
ODV,1431852,1040.0,12,-1,-1,Other,
TRTX,1630472,6798.0,11,-1,-1,Money,
BFST,1624322,6022.0,11,-1,-1,Money,
TYG,1268533,,12,-1,-1,Other,
HCAC,2079013,6770.0,11,-1,-1,Money,
VTEX,1793663,7372.0,6,-1,-1,BusEq,
BJRI,1013488,5812.0,9,-1,-1,Shops,
VEL,1692376,6199.0,11,-1,-1,Money,
MYI,883412,,12,-1,-1,Other,
SSTK,1549346,7374.0,6,-1,-1,BusEq,
KRO,1257640,2810.0,5,-1,-1,Chems,
VALN,1836564,2836.0,10,-1,-1,Hlth,
NEGG,1474627,5990.0,9,-1,-1,Shops,
KE,1606757,3672.0,6,-1,-1,BusEq,
BNC,1482541,700.0,1,-1,-1,NoDur,
RBBN,1708055,7373.0,6,-1,-1,BusEq,
GSBC,854560,6022.0,11,-1,-1,Money,
RDVT,1720116,7372.0,6,-1,-1,BusEq,
MAZE,1842295,2836.0,10,-1,-1,Hlth,
CDNA,1217234,8071.0,10,-1,-1,Hlth,
HTB,1538263,6035.0,11,-1,-1,Money,
CSTL,1447362,8071.0,10,-1,-1,Hlth,
VTLE,1528129,1311.0,4,-1,-1,Enrgy,
HKHC,88000,6282.0,11,-1,-1,Money,
SHEN,354963,4813.0,7,-1,-1,Telcm,
SIBN,1459839,3841.0,10,-1,-1,Hlth,
DEFT,1888274,6199.0,11,-1,-1,Money,
PFN,1296250,,12,-1,-1,Other,
BHK,1160864,,12,-1,-1,Other,
EVOH,1700844,3585.0,3,-1,-1,Manuf,
RC,1527590,6798.0,11,-1,-1,Money,
AXL,1062231,3714.0,2,-1,-1,Durbl,
SIFY,1094324,7370.0,6,-1,-1,BusEq,
SNCY,1743907,4512.0,12,-1,-1,Other,
THQ,1604522,,12,-1,-1,Other,
VLRS,1520504,4512.0,12,-1,-1,Other,
AACT,1853138,7373.0,6,-1,-1,BusEq,
IMTX,1809196,2836.0,10,-1,-1,Hlth,
NRIX,1549595,2834.0,10,-1,-1,Hlth,
THFF,714562,6022.0,11,-1,-1,Money,
RLAY,1812364,2836.0,10,-1,-1,Hlth,
NX,1423221,3350.0,3,-1,-1,Manuf,
BWMN,1847590,8742.0,12,-1,-1,Other,
IAUX,1853962,1040.0,12,-1,-1,Other,
QD,1692705,6199.0,11,-1,-1,Money,
TBPH,1583107,2834.0,10,-1,-1,Hlth,
VIR,1706431,2836.0,10,-1,-1,Hlth,
GYRE,1124105,2834.0,10,-1,-1,Hlth,
FSBC,1275168,6022.0,11,-1,-1,Money,
KURA,1422143,2834.0,10,-1,-1,Hlth,
CINT,1868995,7371.0,6,-1,-1,BusEq,
NIE,1383441,,12,-1,-1,Other,
TK,911971,4412.0,12,-1,-1,Other,
MPB,879635,6022.0,11,-1,-1,Money,
RZLT,1509261,2834.0,10,-1,-1,Hlth,
UVE,891166,6331.0,11,-1,-1,Money,
VMEO,1837686,7370.0,6,-1,-1,BusEq,
DGICA,800457,6331.0,11,-1,-1,Money,
MSC,1713334,7011.0,12,-1,-1,Other,
HBNB,2054507,7011.0,12,-1,-1,Other,
ITRN,1337117,5065.0,9,-1,-1,Shops,
HIVE,1720424,6199.0,11,-1,-1,Money,
SABR,1597033,7370.0,6,-1,-1,BusEq,
LAC,1966983,1000.0,12,-1,-1,Other,
HOUS,1398987,6531.0,11,-1,-1,Money,
CPS,1320461,3714.0,2,-1,-1,Durbl,
FAX,790500,0.0,12,-1,-1,Other,
FLGT,1674930,8071.0,10,-1,-1,Hlth,
MTUS,1598428,3312.0,3,-1,-1,Manuf,
IBTA,1538379,7310.0,12,-1,-1,Other,
LYTS,763532,3640.0,2,-1,-1,Durbl,
FCBC,859070,6022.0,11,-1,-1,Money,
GRNT,1928446,1311.0,4,-1,-1,Enrgy,
SFIX,1576942,5961.0,9,-1,-1,Shops,
ORRF,826154,6022.0,11,-1,-1,Money,
SGML,1848309,1000.0,12,-1,-1,Other,
BCAX,2023658,2834.0,10,-1,-1,Hlth,
ZEPP,1720446,3571.0,6,-1,-1,BusEq,
TERN,1831363,2834.0,10,-1,-1,Hlth,
CAC,750686,6021.0,11,-1,-1,Money,
HBIA,732417,6022.0,11,-1,-1,Money,
NAT,1000177,4400.0,12,-1,-1,Other,
DJCO,783412,2711.0,1,-1,-1,NoDur,
KRNT,1625791,3555.0,3,-1,-1,Manuf,
SUPV,1517399,6029.0,11,-1,-1,Money,
HTLD,799233,4213.0,12,-1,-1,Other,
STRW,1782430,6798.0,11,-1,-1,Money,
SCHL,866729,2731.0,1,-1,-1,NoDur,
MATV,1000623,2621.0,3,-1,-1,Manuf,
IBCP,39311,6022.0,11,-1,-1,Money,
CSV,1016281,7200.0,9,-1,-1,Shops,
ULH,1308208,4213.0,12,-1,-1,Other,
WSR,1175535,6798.0,11,-1,-1,Money,
TYRA,1863127,2834.0,10,-1,-1,Hlth,
SCVL,895447,5661.0,9,-1,-1,Shops,
AMBQ,1500412,3674.0,6,-1,-1,BusEq,
GAU,1377757,1400.0,12,-1,-1,Other,
MSIF,1535778,,12,-1,-1,Other,
SPFI,1163668,6022.0,11,-1,-1,Money,
AIOT,1774170,3669.0,6,-1,-1,BusEq,
PRAA,1185348,6153.0,11,-1,-1,Money,
PDT,855886,,12,-1,-1,Other,
UXIN,1729173,7389.0,12,-1,-1,Other,
ACDC,1881487,1389.0,4,-1,-1,Enrgy,
GDYN,1743725,7372.0,6,-1,-1,BusEq,
ADAM,1273685,6798.0,11,-1,-1,Money,
TEN,1166663,4412.0,12,-1,-1,Other,
GPRE,1309402,2860.0,5,-1,-1,Chems,
CCO,1334978,7310.0,12,-1,-1,Other,
SEPN,1984086,2834.0,10,-1,-1,Hlth,
LEGH,1436208,2451.0,12,-1,-1,Other,
TROX,1530804,2810.0,5,-1,-1,Chems,
CNCK,1913847,6199.0,11,-1,-1,Money,
MYGN,899923,2835.0,10,-1,-1,Hlth,
SERV,1832483,3569.0,3,-1,-1,Manuf,
BOE,1320375,,12,-1,-1,Other,
SMBC,916907,6036.0,11,-1,-1,Money,
RIGL,1034842,2834.0,10,-1,-1,Hlth,
SXC,1514705,3312.0,3,-1,-1,Manuf,
WYFI,2042022,6199.0,11,-1,-1,Money,
SVA,1084201,2834.0,10,-1,-1,Hlth,
SNDL,1766600,2833.0,10,-1,-1,Hlth,
GROY,1834026,1040.0,12,-1,-1,Other,
KREF,1631596,6798.0,11,-1,-1,Money,
BBBY,1130713,5961.0,9,-1,-1,Shops,
DSP,1828791,7370.0,6,-1,-1,BusEq,
DOMO,1505952,7372.0,6,-1,-1,BusEq,
HY,1173514,3537.0,3,-1,-1,Manuf,
KROS,1664710,2834.0,10,-1,-1,Hlth,
TBLD,1820378,,12,-1,-1,Other,
IMOS,1123134,3674.0,6,-1,-1,BusEq,
DNA,1830214,2836.0,10,-1,-1,Hlth,
NEXA,1713930,1000.0,12,-1,-1,Other,
GDEN,1071255,7990.0,12,-1,-1,Other,
XYF,1725033,6199.0,11,-1,-1,Money,
VINP,1826286,6282.0,11,-1,-1,Money,
GTN,43196,4833.0,7,-1,-1,Telcm,
GOSS,1728117,2834.0,10,-1,-1,Hlth,
TTI,844965,1311.0,4,-1,-1,Enrgy,
NEXN,1849396,7370.0,6,-1,-1,BusEq,
HTBK,1053352,6022.0,11,-1,-1,Money,
SMBK,1038773,6021.0,11,-1,-1,Money,
LDP,1548717,,12,-1,-1,Other,
PVLA,1583648,2834.0,10,-1,-1,Hlth,
TNFA,1321834,2835.0,10,-1,-1,Hlth,
MBUU,1590976,3730.0,3,-1,-1,Manuf,
WDH,1823986,6411.0,11,-1,-1,Money,
BXC,1301787,5031.0,9,-1,-1,Shops,
ADV,1776661,7389.0,12,-1,-1,Other,
PHDWY,1765812,,12,-1,-1,Other,
ODP,800240,5940.0,9,-1,-1,Shops,
ORGO,1661181,2834.0,10,-1,-1,Hlth,
PRTH,1653558,7389.0,12,-1,-1,Other,
NPB,1336706,6022.0,11,-1,-1,Money,
ANAB,1370053,2834.0,10,-1,-1,Hlth,
VMO,884152,,12,-1,-1,Other,
NDMO,1793129,,12,-1,-1,Other,
APEI,1201792,8200.0,12,-1,-1,Other,
CGNT,1824814,7372.0,6,-1,-1,BusEq,
MGTX,1735438,2836.0,10,-1,-1,Hlth,
LINC,1286613,8200.0,12,-1,-1,Other,
GLASF,1848731,2833.0,10,-1,-1,Hlth,
ETJ,1395325,,12,-1,-1,Other,
GILT,897322,3663.0,6,-1,-1,BusEq,
ABL,1814287,6282.0,11,-1,-1,Money,
GOOD,1234006,6519.0,11,-1,-1,Money,
ASM,316888,1000.0,12,-1,-1,Other,
SIGA,1010086,2834.0,10,-1,-1,Hlth,
MOFG,1412665,6022.0,11,-1,-1,Money,
OXM,75288,2320.0,1,-1,-1,NoDur,
INN,1497645,6798.0,11,-1,-1,Money,
XNCR,1326732,2834.0,10,-1,-1,Hlth,
BUI,1528988,,12,-1,-1,Other,
ABXXF,1971975,7372.0,6,-1,-1,BusEq,
TRML,1827506,2836.0,10,-1,-1,Hlth,
EMD,1227862,,12,-1,-1,Other,
EUBG,1171326,8742.0,12,-1,-1,Other,
VREOF,1771706,2834.0,10,-1,-1,Hlth,
MYE,69488,3089.0,3,-1,-1,Manuf,
MGPI,835011,5180.0,9,-1,-1,Shops,
IFN,917100,,12,-1,-1,Other,
PHLT,1550695,7380.0,12,-1,-1,Other,
TCPC,1370755,,12,-1,-1,Other,
AQST,1398733,2834.0,10,-1,-1,Hlth,
AMRK,1591588,5094.0,9,-1,-1,Shops,
CLB,1958086,1389.0,4,-1,-1,Enrgy,
GCI,1579684,2711.0,1,-1,-1,NoDur,
ORKA,907654,2834.0,10,-1,-1,Hlth,
ECX,1861974,7373.0,6,-1,-1,BusEq,
MHD,1034665,,12,-1,-1,Other,
GUYGF,1526491,,12,-1,-1,Other,
MUJ,1053988,,12,-1,-1,Other,
CMPX,1738021,2836.0,10,-1,-1,Hlth,
ALTI,1838615,6282.0,11,-1,-1,Money,
BIT,1562818,,12,-1,-1,Other,
REPX,1001614,1311.0,4,-1,-1,Enrgy,
WEAV,1609151,7372.0,6,-1,-1,BusEq,
FUFU,1921158,6199.0,11,-1,-1,Money,
EGBN,1050441,6022.0,11,-1,-1,Money,
DSU,1051003,,12,-1,-1,Other,
ASGI,1793855,,12,-1,-1,Other,
CVLG,928658,4213.0,12,-1,-1,Other,
NMCO,1774342,,12,-1,-1,Other,
OEC,1609804,2890.0,5,-1,-1,Chems,
OSPN,1044777,7373.0,6,-1,-1,BusEq,
VSTS,1967649,5190.0,9,-1,-1,Shops,
BLMN,1546417,5812.0,9,-1,-1,Shops,
ARVN,1655759,2834.0,10,-1,-1,Hlth,
NBR,1163739,1381.0,4,-1,-1,Enrgy,
CCAP,1633336,,12,-1,-1,Other,
SLI,1537137,2800.0,5,-1,-1,Chems,
NKX,1195738,,12,-1,-1,Other,
EVAC,2042902,6770.0,11,-1,-1,Money,
RHLD,2039497,6199.0,11,-1,-1,Money,
CRESY,1034957,6500.0,11,-1,-1,Money,
JFIN,1743102,6199.0,11,-1,-1,Money,
BKSY,1753539,3663.0,6,-1,-1,BusEq,
CRML,1951089,1000.0,12,-1,-1,Other,
USNA,896264,2833.0,10,-1,-1,Hlth,
CLMB,945983,5045.0,9,-1,-1,Shops,
WASH,737468,6022.0,11,-1,-1,Money,
OFIX,884624,3841.0,10,-1,-1,Hlth,
PEO,216851,,12,-1,-1,Other,
INNV,1834376,8000.0,10,-1,-1,Hlth,
HCKT,1057379,8742.0,12,-1,-1,Other,
CMCL,766011,1040.0,12,-1,-1,Other,
CPAC,1221029,3241.0,3,-1,-1,Manuf,
ALRS,903419,6021.0,11,-1,-1,Money,
SVRA,1160308,2834.0,10,-1,-1,Hlth,
NUS,1021561,5122.0,9,-1,-1,Shops,
AVNS,1606498,3842.0,10,-1,-1,Hlth,
CEPF,2034267,6770.0,11,-1,-1,Money,
ZYBT,1975641,2834.0,10,-1,-1,Hlth,
VSTM,1526119,2834.0,10,-1,-1,Hlth,
IIM,885601,,12,-1,-1,Other,
RSRBF,1974551,,12,-1,-1,Other,
RGR,95029,3480.0,3,-1,-1,Manuf,
CCD,1602584,,12,-1,-1,Other,
BLDP,1453015,3620.0,3,-1,-1,Manuf,
KFRC,930420,7363.0,12,-1,-1,Other,
SHBI,1035092,6021.0,11,-1,-1,Money,
KOP,1315257,2400.0,12,-1,-1,Other,
ARKO,1823794,5412.0,9,-1,-1,Shops,
CASS,708781,7389.0,12,-1,-1,Other,
ICHR,1652535,3674.0,6,-1,-1,BusEq,
UHT,798783,6798.0,11,-1,-1,Money,
ANTE,1413745,7311.0,12,-1,-1,Other,
EIM,1176984,,12,-1,-1,Other,
LXU,60714,2810.0,5,-1,-1,Chems,
CTO,23795,6798.0,11,-1,-1,Money,
GBFH,1791145,6022.0,11,-1,-1,Money,
BCAL,1795815,6021.0,11,-1,-1,Money,
FMNB,709337,6022.0,11,-1,-1,Money,
MMU,886043,,12,-1,-1,Other,
HKD,1809691,6199.0,11,-1,-1,Money,
TWI,899751,3312.0,3,-1,-1,Manuf,
BGB,1546429,,12,-1,-1,Other,
CBNK,1419536,6021.0,11,-1,-1,Money,
VVR,1059386,,12,-1,-1,Other,
HONE,1769617,6022.0,11,-1,-1,Money,
ASIX,1673985,2821.0,5,-1,-1,Chems,
AVK,1219120,,12,-1,-1,Other,
HZO,1057060,5531.0,9,-1,-1,Shops,
RIOFF,1743235,,12,-1,-1,Other,
VRNOF,1848416,100.0,1,-1,-1,NoDur,
TCBX,1781730,6036.0,11,-1,-1,Money,
FISI,862831,6021.0,11,-1,-1,Money,
HELE,916789,3634.0,2,-1,-1,Durbl,
GNTY,1058867,6021.0,11,-1,-1,Money,
ASPN,1145986,5030.0,9,-1,-1,Shops,
LZMH,1967397,7371.0,6,-1,-1,BusEq,
GHY,1554697,,12,-1,-1,Other,
BLW,1233681,,12,-1,-1,Other,
CEVA,1173489,7370.0,6,-1,-1,BusEq,
THRY,1556739,7310.0,12,-1,-1,Other,
WIW,1267902,,12,-1,-1,Other,
RPAY,1720592,7389.0,12,-1,-1,Other,
CLNE,1368265,4932.0,8,-1,-1,Utils,
FTHY,1810523,,12,-1,-1,Other,
GAIN,1321741,,12,-1,-1,Other,
RMT,912147,,12,-1,-1,Other,
UAMY,101538,3330.0,3,-1,-1,Manuf,
APXT,2079253,,12,-1,-1,Other,
DAVA,1656081,7371.0,6,-1,-1,BusEq,
ACIC,1401521,6331.0,11,-1,-1,Money,
PTHRF,1621910,,12,-1,-1,Other,
VLGEA,103595,5411.0,9,-1,-1,Shops,
ANPA,2031688,7380.0,12,-1,-1,Other,
VENU,1770501,7900.0,12,-1,-1,Other,
CODI,1345126,2510.0,2,-1,-1,Durbl,
DIAX,1608742,,12,-1,-1,Other,
GUG,1864208,,12,-1,-1,Other,
ZIMV,1876588,3843.0,10,-1,-1,Hlth,
CCCX,2007825,6770.0,11,-1,-1,Money,
SKYT,1819974,3674.0,6,-1,-1,BusEq,
ADSE,1879248,3790.0,3,-1,-1,Manuf,
KOD,1468748,2836.0,10,-1,-1,Hlth,
NP,2067129,6411.0,11,-1,-1,Money,
DNUT,1857154,5400.0,9,-1,-1,Shops,
GUT,1080720,,12,-1,-1,Other,
CWCO,928340,4941.0,8,-1,-1,Utils,
JELD,1674335,2430.0,12,-1,-1,Other,
OTLY,1843586,2000.0,1,-1,-1,NoDur,
AIIO,1932737,3711.0,2,-1,-1,Durbl,
BHB,743367,6022.0,11,-1,-1,Money,
FGOVF,1064052,1040.0,12,-1,-1,Other,
GLAD,1143513,,12,-1,-1,Other,
SUIG,1425355,6199.0,11,-1,-1,Money,
CMTG,1666291,6500.0,11,-1,-1,Money,
CCSI,1866633,7372.0,6,-1,-1,BusEq,
PFIS,1056943,6021.0,11,-1,-1,Money,
AIRO,1927958,3721.0,3,-1,-1,Manuf,
OPT,1815620,2836.0,10,-1,-1,Hlth,
BGY,1393299,,12,-1,-1,Other,
UNTY,920427,6022.0,11,-1,-1,Money,
CION,1534254,,12,-1,-1,Other,
GHM,716314,3560.0,3,-1,-1,Manuf,
BLZE,1462056,7372.0,6,-1,-1,BusEq,
IVR,1437071,6798.0,11,-1,-1,Money,
ATYR,1339970,2836.0,10,-1,-1,Hlth,
RSVR,1824403,7900.0,12,-1,-1,Other,
STK,1471420,,12,-1,-1,Other,
VGM,880892,,12,-1,-1,Other,
CAL,14707,3140.0,1,-1,-1,NoDur,
MTA,1722606,1040.0,12,-1,-1,Other,
IQI,885125,,12,-1,-1,Other,
KIO,1515940,,12,-1,-1,Other,
KIDS,1425450,3841.0,10,-1,-1,Hlth,
ESPR,1434868,2834.0,10,-1,-1,Hlth,
SBC,1930313,8011.0,10,-1,-1,Hlth,
