ticker,cik,sic,ff12,ff48,ff49,ff_label,sic_desc
BRID,14177,2013.0,1,-1,-1,NoDur,
VNRX,93314,2835.0,10,-1,-1,Hlth,
ICCM,1584371,3841.0,10,-1,-1,Hlth,
TIRX,1782941,6411.0,11,-1,-1,Money,
DWNX,927719,6021.0,11,-1,-1,Money,
XBP,1839530,7389.0,12,-1,-1,Other,
PGZ,1557523,,12,-1,-1,Other,
BOTJ,1275101,6022.0,11,-1,-1,Money,
PMEC,1891944,7340.0,12,-1,-1,Other,
NMS,1607997,,12,-1,-1,Other,
ABIT,1095146,6199.0,11,-1,-1,Money,
KANP,1230058,6552.0,11,-1,-1,Money,
MGX,1785279,2836.0,10,-1,-1,Hlth,
NAMI,1967631,8200.0,12,-1,-1,Other,
DTI,1884516,3533.0,3,-1,-1,Manuf,
DXLG,813298,5651.0,9,-1,-1,Shops,
INKT,1840229,2836.0,10,-1,-1,Hlth,
OSTX,1795091,2834.0,10,-1,-1,Hlth,
VANI,1266806,3845.0,10,-1,-1,Hlth,
BCHT,728385,3829.0,6,-1,-1,BusEq,
BYFC,1001171,6035.0,11,-1,-1,Money,
CEV,1074692,,12,-1,-1,Other,
DSWL,946936,3089.0,3,-1,-1,Manuf,
WWR,839470,1000.0,12,-1,-1,Other,
SCTSF,1790538,,12,-1,-1,Other,
SNTW,1619096,4953.0,12,-1,-1,Other,
GUTS,1572616,3841.0,10,-1,-1,Hlth,
AFJK,1979005,6770.0,11,-1,-1,Money,
LUNG,1127537,3841.0,10,-1,-1,Hlth,
MVO,1371782,1311.0,4,-1,-1,Enrgy,
TELA,1561921,3841.0,10,-1,-1,Hlth,
BDSX,1439725,8071.0,10,-1,-1,Hlth,
CVGI,1290900,3714.0,2,-1,-1,Durbl,
GCUMF,1514860,,12,-1,-1,Other,
NOTE,1823466,7389.0,12,-1,-1,Other,
ARTV,1817241,2836.0,10,-1,-1,Hlth,
CMTL,23197,3663.0,6,-1,-1,BusEq,
AIRT,353184,4513.0,12,-1,-1,Other,
SST,1805833,7370.0,6,-1,-1,BusEq,
ELTK,1024672,3672.0,6,-1,-1,BusEq,
YIBO,1868395,3577.0,6,-1,-1,BusEq,
WBX,1866501,3790.0,3,-1,-1,Manuf,
MAXN,1796898,3674.0,6,-1,-1,BusEq,
SNCR,1131554,7371.0,6,-1,-1,BusEq,
SCGY,1276531,6794.0,11,-1,-1,Money,
PRLD,1678660,2834.0,10,-1,-1,Hlth,
CRCUF,868822,1040.0,12,-1,-1,Other,
BRAG,1867834,7377.0,6,-1,-1,BusEq,
CPBI,1979332,6035.0,11,-1,-1,Money,
AACG,1420529,8200.0,12,-1,-1,Other,
ACET,1720580,2834.0,10,-1,-1,Hlth,
FPRGF,1555980,,12,-1,-1,Other,
FUSB,717806,6022.0,11,-1,-1,Money,
HOLO,1841209,7370.0,6,-1,-1,BusEq,
AAME,8177,6311.0,11,-1,-1,Money,
BDCTF,1576159,,12,-1,-1,Other,
NVFY,1473334,2510.0,2,-1,-1,Durbl,
LIMN,1971387,2836.0,10,-1,-1,Hlth,
NUVR,71557,4813.0,7,-1,-1,Telcm,
SUUN,2011053,1700.0,12,-1,-1,Other,
RIBB,2035016,6770.0,11,-1,-1,Money,
HGBL,849145,7389.0,12,-1,-1,Other,
PVL,1520048,1311.0,4,-1,-1,Enrgy,
CLNN,1822791,2834.0,10,-1,-1,Hlth,
RTGN,1836295,3841.0,10,-1,-1,Hlth,
HMR,2029471,4412.0,12,-1,-1,Other,
IMMX,1873835,2834.0,10,-1,-1,Hlth,
VTSI,1085243,3990.0,2,-1,-1,Durbl,
ATHR,2026353,7372.0,6,-1,-1,BusEq,
FBSI,912967,6036.0,11,-1,-1,Money,
CBKM,1006830,6021.0,11,-1,-1,Money,
ATMV,1937891,5700.0,9,-1,-1,Shops,
SLGL,1684693,2834.0,10,-1,-1,Hlth,
BRIA,2000230,2300.0,1,-1,-1,NoDur,
HOVR,1930021,3721.0,3,-1,-1,Manuf,
FORA,1829280,7374.0,6,-1,-1,BusEq,
RGS,716643,7200.0,9,-1,-1,Shops,
ATPC,1713210,8000.0,10,-1,-1,Hlth,
ODYS,1577445,3827.0,6,-1,-1,BusEq,
HAIAF,1848861,6770.0,11,-1,-1,Money,
GMM,1913749,7370.0,6,-1,-1,BusEq,
ABVC,1173313,2834.0,10,-1,-1,Hlth,
SHOT,1760903,2844.0,5,-1,-1,Chems,
CBSTF,1776738,100.0,1,-1,-1,NoDur,
PMVC,1807765,6770.0,11,-1,-1,Money,
UEIC,101984,3651.0,2,-1,-1,Durbl,
WKEY,1738699,7374.0,6,-1,-1,BusEq,
CXH,847411,,12,-1,-1,Other,
SMXT,1519472,1700.0,12,-1,-1,Other,
ANL,1944552,2834.0,10,-1,-1,Hlth,
APLT,1697532,2834.0,10,-1,-1,Hlth,
OAKU,1945422,8090.0,10,-1,-1,Hlth,
CNVS,1173204,7841.0,12,-1,-1,Other,
BLGO,880242,2800.0,5,-1,-1,Chems,
RSF,1644771,,12,-1,-1,Other,
LSF,1650696,2000.0,1,-1,-1,NoDur,
MNOV,1226616,2834.0,10,-1,-1,Hlth,
GROV,1841761,5961.0,9,-1,-1,Shops,
FNWB,1556727,6036.0,11,-1,-1,Money,
COEP,1759186,6199.0,11,-1,-1,Money,
HOWL,1785530,2834.0,10,-1,-1,Hlth,
CTSO,1175151,3841.0,10,-1,-1,Hlth,
GNTA,1838716,2836.0,10,-1,-1,Hlth,
LESL,1821806,5990.0,9,-1,-1,Shops,
ELUT,1708527,2836.0,10,-1,-1,Hlth,
PXLW,1040161,3674.0,6,-1,-1,BusEq,
NORD,1011060,8742.0,12,-1,-1,Other,
UAVS,8504,3721.0,3,-1,-1,Manuf,
WFCF,1360565,7372.0,6,-1,-1,BusEq,
OPTX,1866816,3827.0,6,-1,-1,BusEq,
RMTI,1041024,2834.0,10,-1,-1,Hlth,
NSTS,1881592,6035.0,11,-1,-1,Money,
LOAN,1080340,6798.0,11,-1,-1,Money,
HCHL,2046656,5812.0,9,-1,-1,Shops,
GANX,1819411,2834.0,10,-1,-1,Hlth,
SCWO,933972,3621.0,3,-1,-1,Manuf,
NEUE,1671284,6324.0,11,-1,-1,Money,
UBXG,1888525,7370.0,6,-1,-1,BusEq,
IZEA,1495231,7310.0,12,-1,-1,Other,
SACH,1682220,6798.0,11,-1,-1,Money,
BSAA,2051587,6770.0,11,-1,-1,Money,
CELU,1752828,2834.0,10,-1,-1,Hlth,
JMM,838131,,12,-1,-1,Other,
DTIL,1357874,2836.0,10,-1,-1,Hlth,
DRRX,1082038,2834.0,10,-1,-1,Hlth,
AGH,2009312,7997.0,12,-1,-1,Other,
VHC,1082324,6794.0,11,-1,-1,Money,
CDAQF,1851909,6770.0,11,-1,-1,Money,
VGES,1746119,7200.0,9,-1,-1,Shops,
RCON,1442620,1389.0,4,-1,-1,Enrgy,
CUE,1645460,2834.0,10,-1,-1,Hlth,
AWRE,1015739,7372.0,6,-1,-1,BusEq,
CHEV,1459188,5013.0,9,-1,-1,Shops,
MDNC,1931055,3841.0,10,-1,-1,Hlth,
KRYXF,1318596,1400.0,12,-1,-1,Other,
ETST,1538495,2834.0,10,-1,-1,Hlth,
PETS,1040130,5912.0,9,-1,-1,Shops,
BRGC,1059689,9995.0,12,-1,-1,Other,
STEC,1785680,6282.0,11,-1,-1,Money,
SELF,1031235,6798.0,11,-1,-1,Money,
HLP,1855557,3569.0,3,-1,-1,Manuf,
ALXO,1810182,2834.0,10,-1,-1,Hlth,
TMGI,1434601,4832.0,7,-1,-1,Telcm,
AASP,930245,5900.0,9,-1,-1,Shops,
BIOF,1549145,2860.0,5,-1,-1,Chems,
LGCL,1954694,7370.0,6,-1,-1,BusEq,
PAVS,1751876,7374.0,6,-1,-1,BusEq,
KSCP,1600983,3669.0,6,-1,-1,BusEq,
JG,1737339,7370.0,6,-1,-1,BusEq,
VNJA,1532383,1531.0,12,-1,-1,Other,
KOSS,56701,3651.0,2,-1,-1,Durbl,
BTAI,1720893,2834.0,10,-1,-1,Hlth,
APXIF,1868573,6770.0,11,-1,-1,Money,
LVO,1491419,5812.0,9,-1,-1,Shops,
DXR,27367,,12,-1,-1,Other,
PED,1141197,1311.0,4,-1,-1,Enrgy,
BRLS,1852973,2000.0,1,-1,-1,NoDur,
SYHBF,1541190,,12,-1,-1,Other,
AVAI,1740797,7374.0,6,-1,-1,BusEq,
VRA,1495320,3100.0,1,-1,-1,NoDur,
RCT,2027360,5990.0,9,-1,-1,Shops,
YI,1738906,5912.0,9,-1,-1,Shops,
ELRE,1438461,1090.0,12,-1,-1,Other,
MRMD,1522767,2833.0,10,-1,-1,Hlth,
CULP,723603,2211.0,1,-1,-1,NoDur,
IONI,1580490,6199.0,11,-1,-1,Money,
MOBX,1855467,3674.0,6,-1,-1,BusEq,
CFND,2044327,,12,-1,-1,Other,
SRTS,1494891,3841.0,10,-1,-1,Hlth,
ICCC,811641,2835.0,10,-1,-1,Hlth,
INHD,1961847,3317.0,3,-1,-1,Manuf,
MESA,810332,4512.0,12,-1,-1,Other,
PDSB,1472091,2834.0,10,-1,-1,Hlth,
PYPD,1611842,3841.0,10,-1,-1,Hlth,
NOTV,720154,8731.0,12,-1,-1,Other,
TLYS,1524025,5600.0,9,-1,-1,Shops,
ITHUF,1643154,100.0,1,-1,-1,NoDur,
KPTI,1503802,2834.0,10,-1,-1,Hlth,
AP,6176,3561.0,3,-1,-1,Manuf,
BEBE,2079933,,12,-1,-1,Other,
RECT,1995116,3420.0,3,-1,-1,Manuf,
EUDA,1847846,8000.0,10,-1,-1,Hlth,
YSXT,1993463,7500.0,12,-1,-1,Other,
RPMT,1437283,7372.0,6,-1,-1,BusEq,
TPCS,1328792,3440.0,3,-1,-1,Manuf,
MCRP,1993431,3714.0,2,-1,-1,Durbl,
DRYGF,2006413,,12,-1,-1,Other,
FSEA,1943802,6035.0,11,-1,-1,Money,
NHTC,912061,5190.0,9,-1,-1,Shops,
PHUN,1665300,7374.0,6,-1,-1,BusEq,
NFTN,1544400,1382.0,4,-1,-1,Enrgy,
CLST,1849867,6035.0,11,-1,-1,Money,
SURG,1392694,4813.0,7,-1,-1,Telcm,
EDVR,1917599,,12,-1,-1,Other,
LIVE,1045742,5900.0,9,-1,-1,Shops,
SER,1708599,2834.0,10,-1,-1,Hlth,
WHEN,943535,7372.0,6,-1,-1,BusEq,
SOTK,806172,3559.0,3,-1,-1,Manuf,
BHM,1903382,6798.0,11,-1,-1,Money,
UNXP,1751707,4700.0,12,-1,-1,Other,
TBMC,1934945,6770.0,11,-1,-1,Money,
SNTL,889353,7200.0,9,-1,-1,Shops,
MAIA,1878313,2834.0,10,-1,-1,Hlth,
TDTH,1983550,7389.0,12,-1,-1,Other,
INLX,1081745,7372.0,6,-1,-1,BusEq,
CDLX,1666071,7370.0,6,-1,-1,BusEq,
RDI,716634,7830.0,12,-1,-1,Other,
PRTS,1378950,5531.0,9,-1,-1,Shops,
VEXTF,1778028,,12,-1,-1,Other,
FMY,1319183,,12,-1,-1,Other,
ACRV,1781174,2834.0,10,-1,-1,Hlth,
MOB,1898643,3721.0,3,-1,-1,Manuf,
RLMD,1553643,2834.0,10,-1,-1,Hlth,
EURK,2000410,6770.0,11,-1,-1,Money,
BDL,12040,5812.0,9,-1,-1,Shops,
TORO,1941131,4412.0,12,-1,-1,Other,
TRBRF,2024668,,12,-1,-1,Other,
FMFG,1698022,6036.0,11,-1,-1,Money,
WETO,1941158,4100.0,12,-1,-1,Other,
FTII,1889450,2836.0,10,-1,-1,Hlth,
EMCGF,1869601,6770.0,11,-1,-1,Money,
USPCY,1939479,3510.0,3,-1,-1,Manuf,
MFI,1940941,7371.0,6,-1,-1,BusEq,
ABLV,1957489,5960.0,9,-1,-1,Shops,
RENB,1527728,2834.0,10,-1,-1,Hlth,
NSFDF,1009922,1382.0,4,-1,-1,Enrgy,
FTHM,1753162,6531.0,11,-1,-1,Money,
APT,884269,3842.0,10,-1,-1,Hlth,
MTBLY,1509223,7372.0,6,-1,-1,BusEq,
REED,1140215,2086.0,1,-1,-1,NoDur,
IXHL,1873875,2834.0,10,-1,-1,Hlth,
ALCY,1901336,6770.0,11,-1,-1,Money,
BLNE,1534708,6162.0,11,-1,-1,Money,
HSPO,1946021,6770.0,11,-1,-1,Money,
INUV,829323,7310.0,12,-1,-1,Other,
CPIX,1087294,2834.0,10,-1,-1,Hlth,
VRCA,1660334,2834.0,10,-1,-1,Hlth,
MGRT,2033377,7371.0,6,-1,-1,BusEq,
LILMF,1855756,3721.0,3,-1,-1,Manuf,
RFL,1713863,2834.0,10,-1,-1,Hlth,
DMYY,1915380,6770.0,11,-1,-1,Money,
ATNM,1388320,2834.0,10,-1,-1,Hlth,
MXE,863900,,12,-1,-1,Other,
FTZFF,1819258,,12,-1,-1,Other,
EQTRF,1635729,,12,-1,-1,Other,
CPSH,814676,3260.0,3,-1,-1,Manuf,
KUKE,1809158,8200.0,12,-1,-1,Other,
NTWK,1039280,7372.0,6,-1,-1,BusEq,
OPHC,1288855,6021.0,11,-1,-1,Money,
MLSS,855683,3842.0,10,-1,-1,Hlth,
CALC,1534133,2834.0,10,-1,-1,Hlth,
AIRG,1272842,3663.0,6,-1,-1,BusEq,
YXT,1872090,7372.0,6,-1,-1,BusEq,
HYPD,1682639,2834.0,10,-1,-1,Hlth,
FORD,38264,3089.0,3,-1,-1,Manuf,
MDAI,1833498,3841.0,10,-1,-1,Hlth,
PODC,1940177,7370.0,6,-1,-1,BusEq,
HAFG,1367993,7380.0,12,-1,-1,Other,
CRT,881787,6792.0,11,-1,-1,Money,
JZXN,1816172,5500.0,9,-1,-1,Shops,
LOCL,1840780,100.0,1,-1,-1,NoDur,
WELNF,1877557,5960.0,9,-1,-1,Shops,
BIRD,1653909,2300.0,1,-1,-1,NoDur,
MKTW,1805651,7372.0,6,-1,-1,BusEq,
TURN,893739,6282.0,11,-1,-1,Money,
WOK,1929783,3841.0,10,-1,-1,Hlth,
PSTV,1095981,3841.0,10,-1,-1,Hlth,
BTOC,1972529,4220.0,12,-1,-1,Other,
BWEN,1120370,3360.0,3,-1,-1,Manuf,
HKIT,1742341,7372.0,6,-1,-1,BusEq,
PEPG,1835597,2834.0,10,-1,-1,Hlth,
MHUBF,1869137,,12,-1,-1,Other,
STLE,779227,6022.0,11,-1,-1,Money,
QNTM,1771885,2834.0,10,-1,-1,Hlth,
DWSN,799165,1382.0,4,-1,-1,Enrgy,
VTVT,1641489,2834.0,10,-1,-1,Hlth,
JUNS,1679628,2834.0,10,-1,-1,Hlth,
TCBS,1849466,6036.0,11,-1,-1,Money,
VERU,863894,2834.0,10,-1,-1,Hlth,
ZYXI,846475,3845.0,10,-1,-1,Hlth,
OCC,1000230,3357.0,3,-1,-1,Manuf,
NVNI,1965143,7372.0,6,-1,-1,BusEq,
JFB,2024306,1540.0,12,-1,-1,Other,
FKWL,722572,3661.0,6,-1,-1,BusEq,
AUID,1534154,7372.0,6,-1,-1,BusEq,
HCMC,844856,2100.0,1,-1,-1,NoDur,
TETEF,1900679,7389.0,12,-1,-1,Other,
ORRCF,1390352,,12,-1,-1,Other,
CSTE,1504379,3281.0,3,-1,-1,Manuf,
WAVE,1846715,4911.0,8,-1,-1,Utils,
BRFH,1487197,2030.0,1,-1,-1,NoDur,
WPRT,1370416,3510.0,3,-1,-1,Manuf,
STTK,1680367,2834.0,10,-1,-1,Hlth,
RAVE,718332,5140.0,9,-1,-1,Shops,
WYY,1034760,7373.0,6,-1,-1,BusEq,
ZSPC,1637147,7372.0,6,-1,-1,BusEq,
NRT,72633,6792.0,11,-1,-1,Money,
ASRV,707605,6021.0,11,-1,-1,Money,
OAKV,1865429,6021.0,11,-1,-1,Money,
VVPR,1681348,4931.0,8,-1,-1,Utils,
JANL,1133062,7389.0,12,-1,-1,Other,
HYEX,1630176,2833.0,10,-1,-1,Hlth,
BTCM,1517496,6199.0,11,-1,-1,Money,
KARX,1729637,2844.0,5,-1,-1,Chems,
INMB,1711754,2836.0,10,-1,-1,Hlth,
GBUX,1169138,7389.0,12,-1,-1,Other,
PSRHF,1991413,,12,-1,-1,Other,
RTCJF,1381074,7372.0,6,-1,-1,BusEq,
PRT,1724009,1311.0,4,-1,-1,Enrgy,
RYET,1873454,7372.0,6,-1,-1,BusEq,
FLNT,1460329,7310.0,12,-1,-1,Other,
BRNS,1828185,2834.0,10,-1,-1,Hlth,
NEPH,1196298,3841.0,10,-1,-1,Hlth,
FGEN,921299,2834.0,10,-1,-1,Hlth,
VOC,1505413,1311.0,4,-1,-1,Enrgy,
BEEM,1398805,3674.0,6,-1,-1,BusEq,
PBBK,1849670,6036.0,11,-1,-1,Money,
NXN,885731,,12,-1,-1,Other,
ANVS,1477845,2834.0,10,-1,-1,Hlth,
IBATF,1786318,1400.0,12,-1,-1,Other,
SEOVF,1491434,,12,-1,-1,Other,
PPSI,1449792,3612.0,3,-1,-1,Manuf,
BKHA,2000775,2836.0,10,-1,-1,Hlth,
SPAUF,1337090,,12,-1,-1,Other,
BLNC,1632121,8742.0,12,-1,-1,Other,
SYPR,864240,3823.0,6,-1,-1,BusEq,
BEAT,1779372,3841.0,10,-1,-1,Hlth,
LNZA,1843724,2860.0,5,-1,-1,Chems,
TPST,1544227,2834.0,10,-1,-1,Hlth,
CBLO,1882781,6199.0,11,-1,-1,Money,
USCTF,1860514,6770.0,11,-1,-1,Money,
MGLD,1005101,6199.0,11,-1,-1,Money,
ALSAF,1865111,7372.0,6,-1,-1,BusEq,
GRCE,1444192,2834.0,10,-1,-1,Hlth,
SIF,90168,3724.0,3,-1,-1,Manuf,
TACT,1017303,3577.0,6,-1,-1,BusEq,
NZAUF,1925511,,12,-1,-1,Other,
PLUT,1933021,6200.0,11,-1,-1,Money,
ESHA,1918661,6770.0,11,-1,-1,Money,
NMTC,1500198,3841.0,10,-1,-1,Hlth,
BEDU,1696355,8200.0,12,-1,-1,Other,
FSXLF,1813241,,12,-1,-1,Other,
UONE,1041657,4832.0,7,-1,-1,Telcm,
BEWFF,1113152,,12,-1,-1,Other,
AUSI,826253,3690.0,6,-1,-1,BusEq,
JRSH,1696558,2300.0,1,-1,-1,NoDur,
RAND,81955,,12,-1,-1,Other,
GLLI,1888734,6770.0,11,-1,-1,Money,
LTRN,1763950,2834.0,10,-1,-1,Hlth,
RADX,1949257,2834.0,10,-1,-1,Hlth,
LXEH,1814067,8200.0,12,-1,-1,Other,
HTCO,1928948,4412.0,12,-1,-1,Other,
UMEWF,1114936,7372.0,6,-1,-1,BusEq,
TECTP,1766526,6022.0,11,-1,-1,Money,
IPWR,1507957,3674.0,6,-1,-1,BusEq,
IPSC,1850119,2836.0,10,-1,-1,Hlth,
TOP,1848275,6200.0,11,-1,-1,Money,
IVFH,312257,5141.0,9,-1,-1,Shops,
BMR,1899005,7372.0,6,-1,-1,BusEq,
FARM,34563,2090.0,1,-1,-1,NoDur,
JETMF,1846084,4512.0,12,-1,-1,Other,
NKGFF,1839154,,12,-1,-1,Other,
RNXT,1574094,2834.0,10,-1,-1,Hlth,
YOTA,1907730,5500.0,9,-1,-1,Shops,
FDCT,1722731,7372.0,6,-1,-1,BusEq,
REFR,793524,6794.0,11,-1,-1,Money,
AMOD,1862463,6794.0,11,-1,-1,Money,
ICMB,1578348,,12,-1,-1,Other,
ZOMDF,1684144,2834.0,10,-1,-1,Hlth,
JSPR,1788028,2836.0,10,-1,-1,Hlth,
INDO,1757840,1311.0,4,-1,-1,Enrgy,
MOGO,1602842,6199.0,11,-1,-1,Money,
SRGXF,1644540,,12,-1,-1,Other,
SELX,1990950,3674.0,6,-1,-1,BusEq,
AIRE,1859199,6500.0,11,-1,-1,Money,
BCAB,1826892,2836.0,10,-1,-1,Hlth,
DBGI,1668010,5600.0,9,-1,-1,Shops,
BLIV,1982448,7373.0,6,-1,-1,BusEq,
ZDGE,1667313,7372.0,6,-1,-1,BusEq,
GRF,850027,,12,-1,-1,Other,
HFBL,1500375,6035.0,11,-1,-1,Money,
QETA,1978528,6770.0,11,-1,-1,Money,
GBIO,1733294,2834.0,10,-1,-1,Hlth,
RAIN,2028293,3590.0,3,-1,-1,Manuf,
LVTX,1840748,2834.0,10,-1,-1,Hlth,
NRRSF,1778940,,12,-1,-1,Other,
LCGMF,1339688,1000.0,12,-1,-1,Other,
ATMC,1889106,6770.0,11,-1,-1,Money,
OTLK,1649989,2836.0,10,-1,-1,Hlth,
INTG,69422,6513.0,11,-1,-1,Money,
WSTRF,1621906,1090.0,12,-1,-1,Other,
KAPA,1962011,2834.0,10,-1,-1,Hlth,
RDGL,1449349,3841.0,10,-1,-1,Hlth,
ACCS,843006,8742.0,12,-1,-1,Other,
MAGH,2046117,1731.0,12,-1,-1,Other,
BODI,1826889,5960.0,9,-1,-1,Shops,
PRKR,914139,3663.0,6,-1,-1,BusEq,
INIKF,1928722,,12,-1,-1,Other,
PMMCF,1930459,,12,-1,-1,Other,
USEG,101594,1311.0,4,-1,-1,Enrgy,
ZONE,1956741,2842.0,5,-1,-1,Chems,
CAMP,1736730,2834.0,10,-1,-1,Hlth,
XTIA,1529113,7371.0,6,-1,-1,BusEq,
CXXIF,831609,2833.0,10,-1,-1,Hlth,
ESAUF,1657800,,12,-1,-1,Other,
SPCB,1291855,3674.0,6,-1,-1,BusEq,
KACLF,1865468,6770.0,11,-1,-1,Money,
HERZ,880406,,12,-1,-1,Other,
MODD,1074871,3841.0,10,-1,-1,Hlth,
MDCX,1997296,2834.0,10,-1,-1,Hlth,
KORE,1855457,4899.0,7,-1,-1,Telcm,
WBQNL,1785494,6500.0,11,-1,-1,Money,
ZCRMF,1425061,,12,-1,-1,Other,
TELO,1971532,2834.0,10,-1,-1,Hlth,
WIMI,1770088,7372.0,6,-1,-1,BusEq,
LEEEF,1711141,,12,-1,-1,Other,
BAYA,1969475,6770.0,11,-1,-1,Money,
ECOR,1560258,3845.0,10,-1,-1,Hlth,
IINN,1837493,3841.0,10,-1,-1,Hlth,
MSSAF,1882464,6770.0,11,-1,-1,Money,
SCYX,1178253,2834.0,10,-1,-1,Hlth,
NTZ,900391,2510.0,2,-1,-1,Durbl,
TOON,1355848,7812.0,12,-1,-1,Other,
MDBH,1934642,6199.0,11,-1,-1,Money,
ONMD,1849380,8731.0,12,-1,-1,Other,
MRSN,1442836,2834.0,10,-1,-1,Hlth,
ESLA,1844417,2836.0,10,-1,-1,Hlth,
IGC,1326205,2834.0,10,-1,-1,Hlth,
USIO,1088034,6099.0,11,-1,-1,Money,
CISO,1777319,8742.0,12,-1,-1,Other,
UG,101295,2844.0,5,-1,-1,Chems,
CNTMF,1758124,,12,-1,-1,Other,
ISPO,1820566,6770.0,11,-1,-1,Money,
HNOI,1342916,1000.0,12,-1,-1,Other,
CYN,1874097,7371.0,6,-1,-1,BusEq,
CAPT,1967478,3690.0,6,-1,-1,BusEq,
GVXXF,1490596,,12,-1,-1,Other,
GTII,356590,8741.0,12,-1,-1,Other,
APWC,1026980,3357.0,3,-1,-1,Manuf,
FOXX,2013807,3576.0,6,-1,-1,BusEq,
SNTI,1854270,2836.0,10,-1,-1,Hlth,
PLUR,1158780,2836.0,10,-1,-1,Hlth,
NTIP,1065078,6794.0,11,-1,-1,Money,
INVU,862651,7389.0,12,-1,-1,Other,
PEVM,1879848,3713.0,3,-1,-1,Manuf,
BMGL,2004489,8011.0,10,-1,-1,Hlth,
OMCC,1000045,6153.0,11,-1,-1,Money,
RBOT,1812173,3842.0,10,-1,-1,Hlth,
SYTA,1649009,4812.0,7,-1,-1,Telcm,
XLO,1840233,2834.0,10,-1,-1,Hlth,
AGAE,1708341,7900.0,12,-1,-1,Other,
RITE,1096296,1090.0,12,-1,-1,Other,
RANI,1856725,2834.0,10,-1,-1,Hlth,
FMST,1935418,1090.0,12,-1,-1,Other,
CASI,1962738,2834.0,10,-1,-1,Hlth,
GARLF,1725569,,12,-1,-1,Other,
CCEL,862692,8090.0,10,-1,-1,Hlth,
MURA,1971543,2834.0,10,-1,-1,Hlth,
MYO,1369290,3842.0,10,-1,-1,Hlth,
MCTR,1969928,7311.0,12,-1,-1,Other,
LGL,61004,3679.0,6,-1,-1,BusEq,
BAFN,1649739,6022.0,11,-1,-1,Money,
DYAI,1213809,2836.0,10,-1,-1,Hlth,
AIFF,803578,7372.0,6,-1,-1,BusEq,
LIMX,1803977,7990.0,12,-1,-1,Other,
QRHC,1442236,4953.0,12,-1,-1,Other,
SODI,91668,3674.0,6,-1,-1,BusEq,
TOPP,1960847,4210.0,12,-1,-1,Other,
KTCC,719733,3672.0,6,-1,-1,BusEq,
SKKY,1546853,7372.0,6,-1,-1,BusEq,
KMRK,2049187,3944.0,1,-1,-1,NoDur,
ARSMF,1804792,,12,-1,-1,Other,
VIVK,1450704,4953.0,12,-1,-1,Other,
OKUR,1637715,2834.0,10,-1,-1,Hlth,
FAT,1705012,5812.0,9,-1,-1,Shops,
BTOG,1735556,6199.0,11,-1,-1,Money,
LSB,1946399,2834.0,10,-1,-1,Hlth,
PRPO,1043961,3826.0,6,-1,-1,BusEq,
NIXX,1462223,7371.0,6,-1,-1,BusEq,
GLGI,1088413,3559.0,3,-1,-1,Manuf,
QZMRF,811522,1040.0,12,-1,-1,Other,
MAMK,2008007,2390.0,1,-1,-1,NoDur,
INTZ,736012,3576.0,6,-1,-1,BusEq,
XCUR,1698530,2834.0,10,-1,-1,Hlth,
POCI,867840,3845.0,10,-1,-1,Hlth,
YYAI,1674440,7370.0,6,-1,-1,BusEq,
AXIL,1718500,2844.0,5,-1,-1,Chems,
ZBAO,1966750,6411.0,11,-1,-1,Money,
SWVL,1875609,7389.0,12,-1,-1,Other,
CLGN,1631487,3842.0,10,-1,-1,Hlth,
DTST,1419951,7374.0,6,-1,-1,BusEq,
NCT,2018529,4412.0,12,-1,-1,Other,
DYNR,1111741,1000.0,12,-1,-1,Other,
EQS,878932,,12,-1,-1,Other,
TBHC,1056285,5990.0,9,-1,-1,Shops,
CAHO,1678105,5961.0,9,-1,-1,Shops,
ATMH,1484674,7389.0,12,-1,-1,Other,
MDWK,1295514,2080.0,1,-1,-1,NoDur,
DYCQ,1944212,6770.0,11,-1,-1,Money,
MCAG,1859035,3841.0,10,-1,-1,Hlth,
MOBQ,1084267,7310.0,12,-1,-1,Other,
MYND,1708441,3577.0,6,-1,-1,BusEq,
KLTO,1907223,2836.0,10,-1,-1,Hlth,
SFCO,1831523,,12,-1,-1,Other,
GIFT,1760233,5961.0,9,-1,-1,Shops,
WNDW,1071840,2860.0,5,-1,-1,Chems,
KLXE,1738827,1389.0,4,-1,-1,Enrgy,
BGFV,1156388,5940.0,9,-1,-1,Shops,
DAIO,351998,3825.0,6,-1,-1,BusEq,
PYRGF,1743344,2834.0,10,-1,-1,Hlth,
SWAG,1872525,7311.0,12,-1,-1,Other,
CVU,889348,3728.0,3,-1,-1,Manuf,
NTRP,788611,4700.0,12,-1,-1,Other,
LITB,1523836,5961.0,9,-1,-1,Shops,
BTTC,2034400,7371.0,6,-1,-1,BusEq,
NUKK,1787518,8742.0,12,-1,-1,Other,
FEDU,1709819,8200.0,12,-1,-1,Other,
BONXF,1544770,,12,-1,-1,Other,
NRDE,1759546,3711.0,2,-1,-1,Durbl,
IGTA,1866838,6770.0,11,-1,-1,Money,
KPEA,1502557,8200.0,12,-1,-1,Other,
SCOR,1158172,7389.0,12,-1,-1,Other,
LASE,1807887,3690.0,6,-1,-1,BusEq,
CRWS,25895,2211.0,1,-1,-1,NoDur,
NTCL,1927578,7372.0,6,-1,-1,BusEq,
VVOS,1716166,3841.0,10,-1,-1,Hlth,
EDRY,1731388,4400.0,12,-1,-1,Other,
ANTX,1880438,2834.0,10,-1,-1,Hlth,
