symbol,ftd_date,round,entry_bar,exit_bar,hold,entry_price,exit_price,return_pct,exit_reason
MSFT,2022-10-18,3,46,53,7,232.0983428955078,225.13539260864258,-3.000000000000001,SL
MSFT,2022-10-18,4,65,67,2,236.3760528564453,229.28477127075195,-3.000000000000003,SL
MSFT,2024-09-11,0,0,8,8,418.1488952636719,428.4978332519531,2.474940889597598,white_bar
MSFT,2024-09-11,1,20,39,19,412.63336181640625,406.70269775390625,-1.437272070390358,white_bar
MSFT,2024-09-11,2,71,76,5,432.4158630371094,419.4433871459961,-2.9999999999999987,SL
MSFT,2025-01-17,0,0,8,8,424.91845703125,412.1709033203125,-2.9999999999999987,SL
MSFT,2025-01-17,1,22,24,2,412.968505859375,400.57945068359373,-3.0000000000000036,SL
MSFT,2025-04-10,0,0,4,4,378.4527282714844,367.09914642333985,-2.9999999999999996,SL
MSFT,2025-04-10,1,16,24,8,432.8562316894531,450.5129089355469,4.0791089404394425,white_bar
MSFT,2025-04-10,2,33,42,9,456.0308837890625,469.890380859375,3.039157557741906,white_bar
MSFT,2025-04-10,3,53,60,7,493.0756530761719,500.6019592285156,1.526399875027101,white_bar
MSFT,2025-04-10,4,73,82,9,509.5400390625,519.0248413085938,1.8614439531670146,white_bar
MSFT,2025-04-10,5,94,102,8,499.96099853515625,496.13690185546875,-0.7648789987402582,white_bar
MSFT,2026-01-26,0,0,3,3,469.20904541015625,455.13277404785157,-2.9999999999999987,SL
MSFT,2026-01-26,1,13,19,6,400.9248962402344,388.8971493530273,-3.0000000000000067,SL
GOOGL,2014-09-18,0,0,9,9,29.618703842163086,28.730142726898194,-2.9999999999999982,SL
GOOGL,2014-09-18,1,39,44,5,27.68369483947754,26.85318399429321,-3.000000000000007,SL
GOOGL,2014-12-19,0,0,11,11,25.78885841369629,25.0151926612854,-2.9999999999999996,SL
GOOGL,2014-12-19,1,23,25,2,26.61602020263672,25.817539596557616,-3.0000000000000053,SL
GOOGL,2015-08-27,0,0,2,2,33.124229431152344,32.13050254821777,-3.000000000000011,SL
GOOGL,2015-08-27,1,11,21,10,32.356075286865234,31.385393028259276,-3.000000000000003,SL
GOOGL,2015-10-01,0,0,35,35,31.836870193481445,37.6855354309082,18.37072928928882,white_bar
GOOGL,2015-10-01,1,49,51,2,37.69048309326172,36.55976860046387,-2.9999999999999956,SL
GOOGL,2015-10-01,2,56,67,11,37.72817611694336,36.596330833435054,-3.0000000000000115,SL
GOOGL,2022-01-27,0,0,19,19,127.94751739501953,124.10909187316894,-3.0000000000000075,SL
GOOGL,2022-01-27,1,66,70,4,116.3721923828125,112.88102661132812,-3.0000000000000004,SL
GOOGL,2022-07-29,0,0,8,8,115.36649322509766,118.71878814697266,2.905778643487204,white_bar
GOOGL,2022-07-29,1,26,33,7,105.93445587158203,102.75642219543457,-3.0000000000000036,SL
GOOGL,2022-07-29,2,43,53,10,96.62142181396484,93.7227791595459,-3.000000000000005,SL
GOOGL,2022-10-18,0,0,3,3,99.94396209716797,96.94564323425293,-3.000000000000003,SL
GOOGL,2022-10-18,1,15,20,5,88.1712646484375,97.63306427001953,10.731160156666423,white_bar
GOOGL,2022-10-18,2,29,38,9,94.40970611572266,91.57741493225097,-3.000000000000002,SL
GOOGL,2022-10-18,3,84,86,2,93.57658386230469,90.76928634643555,-2.9999999999999973,SL
GOOGL,2023-07-14,0,0,4,4,124.39189910888672,120.66014213562012,-2.999999999999998,SL
GOOGL,2023-07-14,1,11,13,2,131.63206481933594,127.68310287475586,-2.999999999999999,SL
GOOGL,2023-12-07,0,0,2,2,135.80755615234375,131.73332946777344,-2.999999999999995,SL
GOOGL,2023-12-07,1,45,47,2,143.9502716064453,139.63176345825195,-3.0,SL
GOOGL,2024-08-08,0,0,6,6,160.88623046875,161.80967712402344,0.5739749465090517,white_bar
GOOGL,2024-08-08,1,37,43,6,166.03126525878906,161.0503273010254,-3.0,SL
GOOGL,2024-08-08,2,61,74,13,168.26832580566406,163.22027603149414,-3.0000000000000018,SL
GOOGL,2025-04-10,0,0,6,6,152.29193115234375,147.72317321777342,-3.00000000000001,SL
GOOGL,2025-04-10,1,19,28,9,153.74688720703125,167.97755432128906,9.255905841589621,white_bar
GOOGL,2025-04-10,2,43,48,5,175.30484008789062,170.0456948852539,-2.9999999999999987,SL
GOOGL,2025-04-10,3,63,73,10,181.1516571044922,192.14688110351562,6.069623747731524,white_bar
GOOGL,2025-04-10,4,86,90,4,202.4835662841797,196.4090592956543,-3.0000000000000044,SL
GOOGL,2025-04-10,5,108,115,7,250.8192596435547,243.29468185424804,-3.0000000000000027,SL
AMZN,2014-09-18,0,0,10,10,16.25,15.7625,-3.0000000000000044,SL
AMZN,2014-09-18,1,32,34,2,15.28600025177002,14.827420244216919,-3.0000000000000013,SL
AMZN,2014-10-29,0,0,13,13,14.706000328063965,16.15250015258789,9.836119898375907,white_bar
AMZN,2014-10-29,1,18,23,5,16.781999588012695,16.278539600372316,-2.9999999999999925,SL
AMZN,2014-10-29,2,32,33,1,15.303500175476074,14.844395170211792,-3.0000000000000013,SL
AMZN,2014-12-22,0,0,9,9,15.32699966430664,14.86718967437744,-3.000000000000004,SL
AMZN,2014-12-22,1,19,32,13,14.862500190734863,18.527999877929688,24.662739378666995,white_bar
AMZN,2014-12-22,2,55,119,64,18.52899932861328,21.183500289916992,14.326197082885722,cycle_end
AMZN,2015-08-27,0,0,3,3,25.918500900268555,25.1409458732605,-2.999999999999997,SL
AMZN,2015-08-27,1,12,17,5,26.118499755859375,26.920000076293945,3.0687073450869367,white_bar
AMZN,2015-08-27,2,36,37,1,28.657499313354492,27.797774333953857,-3.0000000000000018,SL
AMZN,2015-08-27,3,51,56,5,32.77450180053711,31.791266746520996,-2.999999999999999,SL
AMZN,2019-06-06,0,0,7,7,87.71800231933594,94.30149841308594,7.5052964268188544,white_bar
AMZN,2019-06-06,1,15,25,10,95.21399688720703,100.55000305175781,5.604224524753385,white_bar
AMZN,2019-06-06,2,36,38,2,95.62249755859375,92.75382263183593,-3.000000000000007,SL
AMZN,2019-06-06,3,49,57,8,88.80599975585938,88.09149932861328,-0.804563238081165,white_bar
AMZN,2020-03-19,0,0,1,1,94.04650115966797,91.22510612487793,-3.000000000000005,SL
AMZN,2020-03-19,1,11,89,78,95.32949829101562,152.760498046875,60.24473094418036,white_bar
AMZN,2020-03-19,2,103,114,11,157.4010009765625,172.54800415039062,9.623193677201304,white_bar
AMZN,2022-03-11,0,0,1,1,145.52450561523438,141.15877044677734,-3.000000000000003,SL
AMZN,2022-03-11,1,6,12,6,161.4915008544922,169.31500244140625,4.844528377975278,white_bar
AMZN,2022-03-11,2,43,49,6,106.93049621582031,107.59100341796875,0.6176976873045837,white_bar
AMZN,2022-03-11,3,75,76,1,108.91999816894531,105.65239822387694,-3.000000000000009,SL
AMZN,2022-03-11,4,86,96,10,113.55000305175781,134.9499969482422,18.84631732394576,white_bar
AMZN,2022-03-11,5,104,109,5,142.69000244140625,142.10000610351562,-0.4134812024639912,white_bar
AMZN,2022-03-11,6,114,117,3,133.8000030517578,129.78600296020508,-2.9999999999999973,SL
AMZN,2022-10-18,0,0,7,7,116.36000061035156,112.86920059204101,-3.000000000000004,SL
AMZN,2022-10-18,1,14,16,2,90.52999877929688,87.81409881591797,-2.9999999999999956,SL
AMZN,2023-01-11,0,0,9,9,95.08999633789062,92.2372964477539,-3.0000000000000004,SL
AMZN,2023-01-11,1,17,18,1,102.18000030517578,99.1146002960205,-3.0000000000000098,SL
AMZN,2023-03-16,0,0,2,2,100.04000091552734,97.03880088806152,-3.0000000000000075,SL
AMZN,2023-03-16,1,10,17,7,102.0,99.91999816894531,-2.0392174814261645,white_bar
AMZN,2023-10-31,0,0,6,6,133.08999633789062,142.0800018310547,6.75483187356931,white_bar
AMZN,2023-10-31,1,34,42,8,153.7899932861328,149.17629348754883,-2.9999999999999973,SL
AMZN,2023-10-31,2,49,52,3,155.17999267578125,150.5245928955078,-3.0000000000000115,SL
AMZN,2024-04-24,0,0,1,1,176.58999633789062,171.2922964477539,-3.0000000000000044,SL
AMZN,2024-04-24,1,11,14,3,189.5,183.815,-3.0000000000000013,SL
AMZN,2025-03-21,0,0,6,6,196.2100067138672,190.32370651245117,-3.000000000000002,SL
AMZN,2025-03-21,1,14,18,4,181.22000122070312,175.78340118408204,-2.999999999999996,SL
AMZN,2026-04-01,0,0,17,17,210.57000732421875,261.1199951171875,24.006262067102437,cycle_end
META,2014-10-20,0,0,5,5,76.35084533691406,79.65489959716797,4.327462578409023,white_bar
META,2014-10-20,1,21,28,7,73.76116180419922,77.0949935913086,4.519765830097839,white_bar
META,2014-10-20,2,71,104,33,74.40608978271484,83.14750671386719,11.748254688130444,white_bar
META,2015-05-15,0,0,11,11,79.79381561279297,79.81365966796875,0.024869164387471335,white_bar
META,2015-05-15,1,22,55,33,81.15315246582031,93.3276138305664,15.001834179976772,white_bar
META,2015-05-15,2,64,67,3,93.19862365722656,90.40266494750976,-3.000000000000003,SL
META,2015-05-15,3,79,88,9,88.83287811279297,94.80602264404297,6.72402454828242,white_bar
META,2015-08-27,0,0,3,3,89.03134155273438,86.36040130615234,-3.0000000000000036,SL
META,2015-08-27,1,16,17,1,94.80602264404297,91.96184196472167,-3.000000000000009,SL
META,2015-10-02,0,0,32,32,91.35310363769531,104.31141662597656,14.184863428038172,white_bar
META,2015-10-02,1,39,48,9,104.62891387939453,104.59915924072266,-0.028438256279877942,white_bar
META,2015-10-02,2,64,66,2,101.93010711669922,98.87220390319824,-3.0000000000000018,SL
META,2017-09-28,0,0,12,12,167.4162139892578,173.16111755371094,3.431509665379092,white_bar
META,2017-09-28,1,19,33,14,169.2716522216797,176.68350219726562,4.378671725776807,white_bar
META,2017-09-28,2,45,47,2,173.73660278320312,168.52450469970702,-3.000000000000005,SL
META,2017-09-28,3,53,70,17,176.91171264648438,186.40716552734375,5.367339866204201,white_bar
META,2017-09-28,4,75,91,16,176.21714782714844,170.930633392334,-2.9999999999999982,SL
META,2018-11-01,0,0,5,5,150.5684051513672,146.05135299682615,-3.000000000000012,SL
META,2018-11-01,1,57,72,15,146.32176208496094,161.02633666992188,10.04947888504979,white_bar
META,2018-11-01,2,83,85,2,171.16676330566406,166.03176040649413,-3.0000000000000067,SL
META,2021-01-20,0,0,7,7,265.3973083496094,257.4353890991211,-2.999999999999999,SL
META,2021-01-20,1,14,21,7,267.35198974609375,259.3314300537109,-3.000000000000013,SL
META,2021-03-02,0,0,14,14,256.9833068847656,291.25439453125,13.335919777019578,white_bar
META,2021-03-02,1,26,30,4,310.58270263671875,301.26522155761717,-3.0000000000000067,SL
META,2021-03-02,2,60,79,19,325.10870361328125,337.93804931640625,3.9461710992473407,white_bar
META,2021-03-02,3,86,89,3,351.9382019042969,341.38005584716797,-3.0000000000000004,SL
META,2021-03-02,4,94,113,19,341.7778625488281,357.1571960449219,4.499803873019008,white_bar
META,2022-03-17,0,0,11,11,206.2216796875,223.09921264648438,8.1841700564945,white_bar
META,2022-03-17,1,16,17,1,220.59886169433594,213.98089584350586,-2.9999999999999987,SL
META,2022-03-17,2,28,39,11,173.58778381347656,189.7509307861328,9.311223761012966,white_bar
META,2022-03-17,3,93,119,26,158.68472290039062,159.14114379882812,0.2876274981580955,cycle_end
META,2022-05-02,0,0,4,4,209.48606872558594,203.20148666381834,-3.0000000000000075,SL
META,2022-05-02,1,62,92,30,158.68472290039062,153.92418121337892,-2.9999999999999942,SL
META,2022-08-02,0,0,29,29,158.94271850585938,154.1744369506836,-2.9999999999999964,SL
META,2022-08-02,1,36,38,2,141.7079620361328,137.45672317504884,-2.9999999999999942,SL
META,2022-09-30,0,0,6,6,134.62355041503906,132.74826049804688,-1.3929880107980686,white_bar
META,2022-09-30,1,20,21,1,98.4275894165039,95.47476173400878,-3.0000000000000093,SL
META,2024-07-22,0,0,2,2,484.5987243652344,470.06076263427735,-2.9999999999999982,SL
META,2024-07-22,1,9,10,1,485.3345031738281,470.77446807861327,-3.0000000000000027,SL
META,2025-03-21,0,0,5,5,594.3956298828125,576.5637609863281,-2.9999999999999987,SL
META,2025-03-21,1,25,27,2,548.0302734375,531.589365234375,-2.9999999999999987,SL
META,2026-01-23,0,0,13,13,658.1964721679688,668.1179809570312,1.507377995567648,white_bar
META,2026-01-23,1,28,29,1,660.0049438476562,640.2047955322265,-3.0000000000000075,SL
META,2026-01-23,2,40,43,3,604.0599975585938,585.9381976318359,-3.000000000000003,SL
META,2026-04-01,0,0,1,1,579.22998046875,561.8530810546874,-3.000000000000011,SL
META,2026-04-01,1,9,17,8,671.5800170898438,678.6199951171875,1.0482709205449667,cycle_end
NVDA,2016-02-18,0,0,10,10,0.732713520526886,0.7992759943008423,9.084379079847194,white_bar
NVDA,2016-02-18,1,35,43,8,0.8729613423347473,0.8923004865646362,2.215349442412433,white_bar
NVDA,2016-02-18,2,53,66,13,0.8509289622306824,1.0869170427322388,27.732994289314277,white_bar
NVDA,2016-02-18,3,72,77,5,1.1488900184631348,1.1334275007247925,-1.3458657913162504,white_bar
NVDA,2019-06-06,0,0,7,7,3.5721476078033447,3.6032028198242188,0.8693709059791934,white_bar
NVDA,2019-06-06,1,21,29,8,3.905808925628662,4.2280426025390625,8.250113690815919,white_bar
NVDA,2019-06-06,2,54,55,1,4.260340213775635,4.132530007362366,-2.999999999999997,SL
NVDA,2019-06-06,3,67,70,3,4.584125518798828,4.446601753234863,-3.000000000000002,SL
NVDA,2019-08-20,0,0,3,3,4.170652389526367,4.045532817840576,-2.9999999999999973,SL
NVDA,2019-08-20,1,15,18,3,4.584125518798828,4.446601753234863,-3.000000000000002,SL
NVDA,2021-01-11,0,0,3,3,13.582564353942871,13.175087423324584,-3.000000000000008,SL
NVDA,2021-01-11,1,78,83,5,14.315169334411621,13.885714254379272,-3.0000000000000067,SL
NVDA,2021-10-07,0,0,37,37,21.030540466308594,32.60707092285156,55.04628126456777,white_bar
NVDA,2021-10-07,1,43,44,1,31.762746810913086,30.809864406585692,-3.000000000000003,SL
NVDA,2021-10-07,2,57,61,4,29.941375732421875,29.043134460449217,-3.0000000000000067,SL
NVDA,2022-09-21,0,0,1,1,13.243632316589355,12.846323347091674,-3.0000000000000027,SL
NVDA,2022-09-21,1,6,13,7,12.203996658325195,11.837876758575439,-3.0000000000000075,SL
NVDA,2025-04-10,0,0,4,4,107.5446548461914,104.31831520080566,-3.0000000000000067,SL
NVDA,2025-04-10,1,19,29,10,117.34235382080078,132.7987060546875,13.172014818699534,white_bar
NVDA,2025-04-10,2,45,57,12,144.66595458984375,159.3135223388672,10.125096668771969,white_bar
NVDA,2025-04-10,3,64,69,5,170.671630859375,165.55148193359375,-3.0000000000000004,SL
NVDA,2025-04-10,4,77,83,6,173.69113159179688,182.0297393798828,4.800825299292226,white_bar
NVDA,2025-04-10,5,96,97,1,180.1400604248047,174.73585861206055,-2.999999999999996,SL
NVDA,2025-04-10,6,104,109,5,177.300537109375,171.98152099609374,-3.000000000000008,SL
TSLA,2014-10-06,0,0,2,2,17.374666213989258,16.853426227569578,-3.0000000000000115,SL
TSLA,2014-10-06,1,24,31,7,16.01333236694336,17.18000030517578,7.28560371756723,white_bar
TSLA,2014-10-06,2,38,39,1,16.301332473754883,15.812292499542236,-3.0000000000000004,SL
TSLA,2014-10-06,3,68,69,1,13.616666793823242,13.208166790008544,-3.000000000000005,SL
TSLA,2015-07-30,0,0,2,2,17.785999298095703,17.252419319152832,-3.000000000000001,SL
TSLA,2015-07-30,1,10,16,6,16.167333602905273,15.682313594818115,-2.999999999999999,SL
TSLA,2017-10-06,0,0,1,1,23.79199981689453,23.078239822387694,-3.000000000000006,SL
TSLA,2017-10-06,1,6,11,5,23.373332977294922,22.672132987976074,-3.0000000000000018,SL
TSLA,2017-11-07,0,0,2,2,20.40333366394043,19.791233654022218,-2.999999999999995,SL
TSLA,2017-11-07,1,30,33,3,21.93199920654297,21.27403923034668,-2.999999999999996,SL
TSLA,2018-05-08,0,0,4,4,20.131332397460938,19.52739242553711,-3.0000000000000044,SL
TSLA,2018-05-08,1,12,27,15,18.523332595825195,23.878000259399414,28.907690535023157,white_bar
TSLA,2018-05-08,2,33,39,6,22.200666427612305,21.534646434783934,-3.000000000000008,SL
TSLA,2018-05-08,3,61,67,6,23.211332321166992,23.76066780090332,2.3666693153816745,white_bar
TSLA,2018-05-08,4,81,82,1,20.110666275024414,19.507346286773682,-2.9999999999999973,SL
TSLA,2018-05-08,5,91,92,1,19.6560001373291,19.066320133209228,-3.0000000000000036,SL
TSLA,2018-08-02,0,0,7,7,23.30266761779785,23.76066780090332,1.9654409985046626,white_bar
TSLA,2018-08-02,1,21,22,1,20.110666275024414,19.507346286773682,-2.9999999999999973,SL
TSLA,2018-08-02,2,31,32,1,19.6560001373291,19.066320133209228,-3.0000000000000036,SL
TSLA,2018-09-12,0,0,4,4,19.369333267211914,18.788253269195557,-2.9999999999999956,SL
TSLA,2018-09-12,1,20,21,1,17.125333786010742,16.611573772430418,-3.0000000000000098,SL
TSLA,2018-12-31,0,0,1,1,22.18666648864746,21.521066493988037,-2.9999999999999987,SL
TSLA,2018-12-31,1,15,31,16,19.172666549682617,20.251333236694336,5.62606502447921,white_bar
TSLA,2018-12-31,2,43,52,9,18.43600082397461,17.88292079925537,-3.0000000000000067,SL
TSLA,2018-12-31,3,64,65,1,19.45400047302246,18.870380458831786,-3.0000000000000067,SL
TSLA,2019-03-28,0,0,5,5,18.57466697692871,18.01742696762085,-3.0,SL
TSLA,2019-03-28,1,47,60,13,13.105999946594238,14.909333229064941,13.759600868450503,white_bar
TSLA,2019-03-28,2,68,82,14,15.539999961853027,15.073799962997436,-3.000000000000005,SL
TSLA,2019-03-28,3,89,96,7,15.221332550048828,14.764692573547363,-3.000000000000004,SL
TSLA,2019-06-06,0,0,12,12,13.729999542236328,14.909333229064941,8.589466323001236,white_bar
TSLA,2019-06-06,1,20,34,14,15.539999961853027,15.073799962997436,-3.000000000000005,SL
TSLA,2019-06-06,2,41,48,7,15.221332550048828,14.764692573547363,-3.000000000000004,SL
TSLA,2021-03-10,0,0,7,7,222.68666076660156,216.0060609436035,-3.0000000000000067,SL
TSLA,2021-03-10,1,47,49,2,192.27667236328125,186.5083721923828,-3.000000000000002,SL
TSLA,2021-12-27,0,0,3,3,364.64666748046875,353.7072674560547,-2.9999999999999982,SL
TSLA,2021-12-27,1,31,32,1,310.6666564941406,301.3466567993164,-3.0,SL
TSLA,2022-03-01,0,0,2,2,288.1233215332031,279.47962188720703,-3.0,SL
TSLA,2022-03-01,1,18,29,11,336.8800048828125,326.77360473632814,-2.999999999999996,SL
TSLA,2022-11-14,0,0,3,3,190.9499969482422,185.2214970397949,-3.0000000000000053,SL
TSLA,2022-11-14,1,8,15,7,182.86000061035156,177.374200592041,-3.000000000000005,SL
TSLA,2023-11-03,0,0,4,4,219.9600067138672,213.36120651245116,-3.000000000000005,SL
TSLA,2023-11-03,1,14,27,13,235.4499969482422,228.3864970397949,-3.000000000000008,SL
TSLA,2024-02-08,0,0,3,3,189.55999755859375,183.87319763183592,-3.0000000000000084,SL
TSLA,2024-02-08,1,13,16,3,202.0399932861328,195.9787934875488,-3.000000000000007,SL
TSLA,2024-03-19,0,0,9,9,171.32000732421875,166.1804071044922,-2.9999999999999987,SL
TSLA,2024-03-19,1,31,35,4,180.00999450683594,174.60969467163085,-3.0000000000000067,SL
TSLA,2024-04-25,0,0,5,5,170.17999267578125,180.00999450683594,5.776238250158075,white_bar
TSLA,2024-04-25,1,12,23,11,171.88999938964844,176.19000244140625,2.5016016446718115,white_bar
