Date,close,high,low,open,volume
2014-01-02,16.691059112548828,16.89301123701335,16.691059112548828,16.870572904655518,1372000
2014-01-03,16.795778274536133,16.874315305768423,16.69480148010216,16.825697958805044,1358200
2014-01-06,16.750900268554688,16.86309623189305,16.683582405221856,16.86309623189305,2499000
2014-01-07,16.93790054321289,17.012698356477532,16.777085744021274,16.777085744021274,1192600
2014-01-08,16.754640579223633,16.889276314434806,16.6835834641507,16.88553706696746,1320400
2014-01-09,16.870580673217773,16.88179984456289,16.6761069522221,16.762123928050087,840400
2014-01-10,17.046350479125977,17.072529489294258,16.87805582329484,16.930413843631403,1234200
2014-01-13,16.870580673217773,17.0837534886718,16.825702561187835,17.016435607302164,1142400
2014-01-14,17.364238739013672,17.397897669141003,16.87431462863788,16.87431462863788,2164200
2014-01-15,17.341798782348633,17.483914422032218,17.308139852598547,17.431556403898526,1715600
2014-01-16,17.442777633666992,17.446518307775328,17.24082403129172,17.315621820317652,1479200
2014-01-17,17.221174240112305,17.536676736750376,17.161078594695205,17.251222779217457,2118400
2014-01-21,17.251224517822266,17.360148333866146,17.14981283731176,17.35263619833277,1748400
2014-01-22,17.254974365234375,17.378922412808294,17.213659782169298,17.266243281336575,1465600
2014-01-23,17.123519897460938,17.228686922082733,16.992061116683697,17.194883030912404,1352800
2014-01-24,16.954500198364258,17.17234781229053,16.94323271240022,17.040887600606087,1601600
2014-01-27,17.097232818603516,17.191132382787767,16.92070117944316,16.950749727723068,1799000
2014-01-28,17.179853439331055,17.236192280602868,17.037125795748953,17.097221419447834,1561600
2014-01-29,16.66153335571289,17.134786371346728,16.627729466539535,17.123518885886664,2075600
2014-01-30,16.928207397460938,16.958255935234188,16.67655734117909,16.759187954469247,1732400
2014-01-31,17.06717300415039,17.191121034795493,16.691574995348546,16.785474497549007,2226000
2014-02-03,16.323495864868164,17.07093684171667,16.31222837844112,17.07093684171667,2641400
2014-02-04,16.203306198120117,16.424909194517312,16.15823481508151,16.364813539534687,2470200
2014-02-05,16.18828582763672,16.28969753850941,16.079363411775333,16.154481924012487,2678800
2014-02-06,16.30095672607422,16.36105235964898,16.203300426019656,16.267152842638858,1641400
2014-02-07,16.43993377685547,16.51129692074676,16.33100995239498,16.40237309628627,1149000
2014-02-10,16.402374267578125,16.44369030275789,16.3310111185908,16.391106778999486,1316600
2014-02-11,16.672801971435547,16.684069457659444,16.29720381417755,16.315983435481797,1570200
2014-02-12,16.64276123046875,16.74417294365788,16.620224816606562,16.650273368422813,1327800
2014-02-13,16.819276809692383,16.849325335339355,16.507531236464157,16.556359374244206,1133200
2014-02-14,16.962013244628906,16.965768595887614,16.691582104616064,16.81928553931176,1763800
2014-02-18,16.958251953125,17.02961506438939,16.901911674426458,16.94322768776635,2375200
2014-02-19,17.01834487915039,17.11599972288784,16.86059298352211,16.879372595841705,2940200
2014-02-20,17.3488712310791,17.43901538216716,17.052149897831395,17.052149897831395,2246400
2014-02-21,17.54418182373047,17.589254614281693,17.345115346903444,17.423990581179137,4408800
2014-02-24,17.63433074951172,17.72823027274363,17.495359856310536,17.577990462455364,1735800
2014-02-25,17.611801147460938,17.705700706944345,17.570485112041265,17.653117182880607,1220200
2014-02-26,17.64559555053711,17.844662051024052,17.63057128523434,17.63057128523434,1838200
2014-02-27,17.716964721679688,17.728233640907735,17.562969531633726,17.653113721491668,1100400
2014-02-28,17.822128295898438,17.949831694056847,17.701937030901455,17.720716647408565,1218200
2014-03-03,17.67188835144043,17.720716500187578,17.529160688144934,17.653108735089337,1485600
2014-03-04,17.897253036499023,17.964860820449005,17.848424874136636,17.855937009330333,1993800
2014-03-05,17.97612953186035,17.998664506183847,17.735746920453877,17.859693577613236,1431400
2014-03-06,17.76954460144043,18.02495139495272,17.747008202203624,18.02495139495272,1790600
2014-03-07,17.75827980041504,17.82588758099881,17.62682102305394,17.82588758099881,1679400
2014-03-10,17.803354263305664,17.912276646326912,17.739501827803082,17.77706250539088,1294000
2014-03-11,17.64559555053711,17.825882435791986,17.60803632007298,17.80710282055992,1148600
2014-03-12,17.731985092163086,17.735741875343937,17.55169818489265,17.55169818489265,1251400
2014-03-13,17.562965393066406,17.885979967484495,17.499114407924342,17.788325098210468,2073800
2014-03-14,17.701934814453125,17.77705470386875,17.499111542868754,17.53667077118021,1811600
2014-03-17,17.716964721679688,17.87096134451894,17.679405478368295,17.80710891153763,1332600
2014-03-18,17.852176666259766,17.89349268519154,17.690669373777204,17.7357421759535,938000
