Date,close,high,low,open,volume
2014-01-02,58.89152908325195,59.725063138381365,58.55131096913545,59.554950836762714,1070500
2014-01-03,59.019134521484375,59.61451158469699,58.85752939470239,59.155224415432,741700
2014-01-06,58.355712890625,59.29981544637285,58.29617518391672,59.18924078454081,1401600
2014-01-07,59.47842025756836,59.90369138582521,58.50029536475311,58.68741569944571,1858400
2014-01-08,65.16004943847656,66.6825210116581,63.45896475189918,63.629070624907676,8367500
2014-01-09,65.87448120117188,66.39331238674521,65.16853620971007,65.44921016310332,2750100
2014-01-10,68.08589935302734,68.15393779094643,65.43220560054112,66.00206726398201,3211700
2014-01-13,68.09442138671875,69.32771174061868,67.87328503839747,68.20499605000282,2025400
2014-01-14,68.83439636230469,69.3702357356571,68.04339167452342,68.42613315704321,1534100
2014-01-15,68.69829559326172,69.10655873391906,68.12843383555294,68.88541592901623,1016000
2014-01-16,68.4431381225586,68.93645420099801,68.19648008333888,68.56221352230293,934100
2014-01-17,67.6521224975586,68.58771755239647,67.46500218876672,68.45163418453427,1580900
2014-01-21,67.49906921386719,68.90246596716509,67.46504672716063,68.85993623650043,1613900
2014-01-22,66.46134948730469,68.04335808183703,66.39330457183398,67.88175302987416,2113700
2014-01-23,65.69588470458984,66.75906256776864,65.64485424367653,66.35080590221669,2023100
2014-01-24,64.47109985351562,65.50875586247645,64.46259261475967,65.23658262438278,2093400
2014-01-27,64.4455795288086,65.35565942169065,64.1649055350203,64.64971432862808,1700400
2014-01-28,66.53791809082031,66.63997900014037,64.47960106819967,64.47960106819967,2251400
2014-01-29,66.18920135498047,66.61447250387886,65.23659164536389,65.87449836871147,1919100
2014-01-30,65.99356842041016,66.67400479912583,65.49175162017707,66.50389894900802,1449700
2014-01-31,65.21106719970703,65.5597926073042,64.0713437964927,64.67522796389875,1841500
2014-02-03,64.2669677734375,65.466235412944,64.13939163231734,64.89637368553355,1597800
2014-02-04,65.0494613647461,65.34714979597962,64.26695771663368,64.37753234046407,1214600
2014-02-05,64.19041442871094,64.60717824792128,63.52699261756593,64.59017026084226,1454900
2014-02-06,65.99356842041016,66.07862783459129,64.30949844122833,64.41156584477235,1163300
2014-02-07,65.9170150756836,66.37630860458293,65.27060123992288,66.32527815330128,1239700
